Date,SalesRep,Region,Product,Color,Units,Revenue,,,,,,,,,,,,
42640,Nabil,West,Bellen,Blue,3,71.85,,,,,,,,,,,,
42640,Mike,East,Quad,Purple,2,67,,,,,,,,,,,,
42640,Julie,West,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
42640,Mike,East,Sunshine,Blue,3,59.85,,,,,,,,,,,,
42640,Mike,West,Doublers,Blue,1,82.95,,,,,,,,,,,,
42640,Julie,West,Quad,Red,2,69,,,,,,,,,,,,
42640,Nabil,West,Doublers,Red,3,73.5,,,,,,,,,,,,
42640,Adam,West,Carlota,Rainbow,14,308.2,,,,,,,,,,,,
42640,Adam,West,Carlota,Red,1,25.95,,,,,,,,,,,,
42640,Adam,East,Bellen,Rainbow,2,59,,,,,,,,,,,,
42640,Jessica,East,Sunbell,Blue,2,58,,,,,,,,,,,,
42640,Nicole,West,Doublers,Blue,3,73.5,,,,,,,,,,,,
42640,Jessica,South,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
42640,Mike,East,Bellen,Blue,2,48.9,,,,,,,,,,,,
42640,Julie,East,Aspen,Red,2,49,,,,,,,,,,,,
42640,Julie,East,Sunshine,Clear,6,122.7,,,,,,,,,,,,
42640,Adam,East,Carlota,Blue,3,71.85,,,,,,,,,,,,
42640,Nabil,West,Bellen,Rainbow,2,63,,,,,,,,,,,,
42640,Nicole,West,Aspen,Rainbow,1,24,,,,,,,,,,,,
42640,Nicole,West,Quad,Red,1,22,,,,,,,,,,,,
42640,Adam,East,Quad,Clear,1,35,,,,,,,,,,,,
42640,Julie,East,Aspen,Clear,1,26,,,,,,,,,,,,
42640,Julie,East,Bellen,Purple,3,71.85,,,,,,,,,,,,
42640,Adam,East,Quad,Blue,3,57,,,,,,,,,,,,
42640,Adam,South,Quad,Red,1,36,,,,,,,,,,,,
42640,Mike,South,Doublers,Blue,3,242.85,,,,,,,,,,,,
42640,Julie,West,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
42640,Jessica,West,Doublers,Blue,25,1901.75,,,,,,,,,,,,
42640,Adam,West,Aspen,Clear,2,45,,,,,,,,,,,,
42640,Mike,South,Bellen,Blue,3,71.85,,,,,,,,,,,,
42640,Mike,West,Bellen,Blue,2,61,,,,,,,,,,,,
42640,Jessica,East,Doublers,Red,3,230.85,,,,,,,,,,,,
42640,Mike,East,Aspen,Blue,3,60,,,,,,,,,,,,
42640,Jessica,West,Aspen,Rainbow,2,53,,,,,,,,,,,,
42640,Mike,West,Sunshine,Red,2,42.9,,,,,,,,,,,,
42640,Julie,West,Sunshine,Rainbow,3,62.85,,,,,,,,,,,,
42640,Mike,South,Carlota,Red,1,25.95,,,,,,,,,,,,
42640,Julie,West,Sunbell,Blue,1,27,,,,,,,,,,,,
42640,Adam,East,Sunshine,Red,3,59.85,,,,,,,,,,,,
42640,Nabil,South,Bellen,Red,2,61,,,,,,,,,,,,
42640,Julie,West,Carlota,Red,1,25.95,,,,,,,,,,,,
42640,Jessica,West,Bellen,Clear,2,48.9,,,,,,,,,,,,
42640,Julie,West,Carlota,Red,1,25.95,,,,,,,,,,,,
42640,Julie,South,Sunshine,Blue,4,82.8,,,,,,,,,,,,
42640,Nabil,West,Sunshine,Clear,2,42.9,,,,,,,,,,,,
42640,Nabil,West,Sunshine,Red,3,62.85,,,,,,,,,,,,
42640,Julie,West,Quad,Clear,17,552.1,,,,,,,,,,,,
42640,Mike,South,Sunshine,Blue,3,62.85,,,,,,,,,,,,
42640,Mike,West,Doublers,Rainbow,2,162.9,,,,,,,,,,,,
42641,Nabil,South,Sunbell,Rainbow,2,53,,,,,,,,,,,,
42641,Julie,East,Bellen,Clear,2,48.9,,,,,,,,,,,,
42641,Julie,South,Doublers,Blue,2,48,,,,,,,,,,,,
42641,Nabil,South,Sunshine,Clear,2,42.9,,,,,,,,,,,,
42641,Jessica,South,Aspen,Clear,3,75,,,,,,,,,,,,
42641,Nicole,East,Doublers,Red,1,82.95,,,,,,,,,,,,
42641,Adam,East,Doublers,Red,3,73.5,,,,,,,,,,,,
42641,Julie,South,Bellen,Red,1,25.95,,,,,,,,,,,,
42641,Nabil,West,Quad,Purple,24,755.4,,,,,,,,,,,,
42641,Nicole,West,Carlota,Rainbow,2,48.9,,,,,,,,,,,,
42641,Nabil,South,Aspen,Blue,3,75,,,,,,,,,,,,
42641,Nabil,West,Sunbell,Red,1,28,,,,,,,,,,,,
42641,Nabil,West,Bellen,Purple,1,25.95,,,,,,,,,,,,
42641,Jessica,West,Carlota,Red,4,94.8,,,,,,,,,,,,
42641,Jessica,South,Aspen,Clear,2,51,,,,,,,,,,,,
42641,Mike,East,Carlota,Red,3,68.85,,,,,,,,,,,,
42641,Adam,East,Sunshine,Rainbow,2,40.9,,,,,,,,,,,,
42641,Jessica,East,Quad,Clear,1,35,,,,,,,,,,,,
42641,Julie,West,Doublers,Red,3,73.5,,,,,,,,,,,,
42641,Nicole,West,Quad,Red,5,173,,,,,,,,,,,,
42641,Julie,West,Quad,Clear,1,37,,,,,,,,,,,,
42641,Mike,East,Quad,Clear,2,67,,,,,,,,,,,,
42641,Jessica,South,Sunshine,Blue,1,22.95,,,,,,,,,,,,
42641,Mike,East,Bellen,Red,1,31,,,,,,,,,,,,
42641,Nicole,East,Bellen,Rainbow,3,90,,,,,,,,,,,,
42641,Julie,East,Sunbell,Rainbow,2,49,,,,,,,,,,,,
42641,Julie,West,Aspen,Clear,2,53,,,,,,,,,,,,
42641,Nicole,West,Bellen,Red,3,71.85,,,,,,,,,,,,
42641,Adam,South,Aspen,Red,1,27,,,,,,,,,,,,
42641,Nabil,West,Sunbell,Red,3,85.5,,,,,,,,,,,,
42641,Julie,South,Sunshine,Red,1,22.95,,,,,,,,,,,,
42641,Mike,South,Bellen,Rainbow,19,526.45,,,,,,,,,,,,
42641,Nabil,South,Bellen,Purple,4,94.8,,,,,,,,,,,,
42641,Julie,East,Sunshine,Rainbow,24,435,,,,,,,,,,,,
42641,Mike,West,Aspen,Rainbow,2,51,,,,,,,,,,,,
42641,Mike,West,Quad,Red,2,71,,,,,,,,,,,,
42641,Mike,East,Bellen,Clear,3,68.85,,,,,,,,,,,,
42641,Nabil,South,Doublers,Purple,2,48,,,,,,,,,,,,
42641,Mike,West,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
42641,Mike,West,Quad,Rainbow,3,102,,,,,,,,,,,,
42641,Mike,South,Sunbell,Clear,2,51,,,,,,,,,,,,
42641,Mike,West,Doublers,Red,1,26.5,,,,,,,,,,,,
42641,Adam,East,Carlota,Blue,2,46.9,,,,,,,,,,,,
42641,Nicole,South,Doublers,Red,1,25.5,,,,,,,,,,,,
42641,Julie,West,Quad,Rainbow,1,36,,,,,,,,,,,,
42641,Julie,West,Sunbell,Red,3,75,,,,,,,,,,,,
42641,Mike,West,Bellen,Clear,5,117.75,,,,,,,,,,,,
42641,Mike,West,Quad,Blue,3,102,,,,,,,,,,,,
42641,Julie,West,Sunshine,Rainbow,3,62.85,,,,,,,,,,,,
42641,Jessica,South,Quad,Red,3,102,,,,,,,,,,,,
42641,Jessica,West,Bellen,Red,20,573,,,,,,,,,,,,
42641,Nabil,West,Quad,Clear,2,69,,,,,,,,,,,,
42641,Julie,West,Doublers,Blue,3,242.85,,,,,,,,,,,,
42641,Nabil,West,Doublers,Rainbow,2,162.9,,,,,,,,,,,,
42642,Julie,South,Sunbell,Red,3,82.5,,,,,,,,,,,,
42642,Nicole,East,Aspen,Rainbow,3,72,,,,,,,,,,,,
42642,Julie,South,Doublers,Blue,21,471.93,,,,,,,,,,,,
42642,Nicole,South,Bellen,Red,4,94.8,,,,,,,,,,,,
42642,Adam,South,Sunbell,Red,3,75,,,,,,,,,,,,
42642,Nicole,South,Carlota,Clear,3,71.85,,,,,,,,,,,,
42642,Mike,East,Bellen,Blue,3,68.85,,,,,,,,,,,,
42642,Nabil,West,Aspen,Blue,3,63,,,,,,,,,,,,
42642,Nabil,West,Bellen,Rainbow,1,25.95,,,,,,,,,,,,
42642,Mike,West,Quad,Rainbow,3,102,,,,,,,,,,,,
42642,Julie,West,Aspen,Blue,2,45,,,,,,,,,,,,
42642,Julie,West,Sunbell,Clear,3,75,,,,,,,,,,,,
42642,Julie,West,Quad,Rainbow,2,39,,,,,,,,,,,,
42642,Mike,West,Sunbell,Red,1,27,,,,,,,,,,,,
42642,Julie,West,Sunbell,Red,2,51,,,,,,,,,,,,
42642,Mike,West,Aspen,Purple,1,28,,,,,,,,,,,,
42642,Mike,West,Sunbell,Red,3,78,,,,,,,,,,,,
42642,Nicole,West,Doublers,Blue,3,73.5,,,,,,,,,,,,
42642,Jessica,West,Quad,Blue,3,102,,,,,,,,,,,,
42642,Mike,West,Sunbell,Clear,1,27,,,,,,,,,,,,
42642,Julie,West,Quad,Clear,1,37,,,,,,,,,,,,
42642,Mike,West,Aspen,Red,2,51,,,,,,,,,,,,
42642,Mike,South,Bellen,Clear,2,48.9,,,,,,,,,,,,
42642,Mike,East,Sunbell,Red,7,171,,,,,,,,,,,,
42642,Adam,East,Aspen,Clear,3,75,,,,,,,,,,,,
42642,Julie,West,Carlota,Purple,3,71.85,,,,,,,,,,,,
42642,Nabil,East,Sunshine,Red,1,22.95,,,,,,,,,,,,
42642,Mike,East,Aspen,Blue,1,23,,,,,,,,,,,,
42642,Adam,West,Quad,Rainbow,2,71,,,,,,,,,,,,
42642,Adam,East,Quad,Clear,1,35,,,,,,,,,,,,
42642,Mike,South,Bellen,Blue,3,71.85,,,,,,,,,,,,
42642,Julie,East,Doublers,Red,17,366.46,,,,,,,,,,,,
42642,Jessica,East,Aspen,Clear,1,26,,,,,,,,,,,,
42642,Julie,South,Carlota,Red,1,25.95,,,,,,,,,,,,
42642,Jessica,West,Quad,Rainbow,2,71,,,,,,,,,,,,
42642,Julie,South,Bellen,Blue,3,71.85,,,,,,,,,,,,
42642,Mike,West,Sunshine,Red,1,22.95,,,,,,,,,,,,
42642,Mike,East,Carlota,Rainbow,12,253.2,,,,,,,,,,,,
42642,Nicole,West,Sunbell,Rainbow,3,85.5,,,,,,,,,,,,
42642,Mike,West,Quad,Blue,3,57,,,,,,,,,,,,
42642,Julie,West,Aspen,Blue,2,43,,,,,,,,,,,,
42642,Jessica,East,Sunbell,Purple,2,56,,,,,,,,,,,,
42642,Nicole,West,Bellen,Rainbow,1,32,,,,,,,,,,,,
42642,Julie,South,Carlota,Blue,2,48.9,,,,,,,,,,,,
42642,Adam,West,Carlota,Red,2,48.9,,,,,,,,,,,,
42642,Jessica,West,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
42642,Nabil,West,Quad,Purple,1,36,,,,,,,,,,,,
42642,Mike,West,Carlota,Rainbow,3,71.85,,,,,,,,,,,,
42642,Julie,South,Bellen,Rainbow,2,61,,,,,,,,,,,,
42642,Julie,West,Sunbell,Red,2,58,,,,,,,,,,,,
42642,Nabil,West,Aspen,Red,2,53,,,,,,,,,,,,
42642,Jessica,South,Quad,Red,2,69,,,,,,,,,,,,
42642,Mike,West,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
42642,Jessica,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42642,Jessica,West,Doublers,Rainbow,13,990.35,,,,,,,,,,,,
42642,Julie,East,Sunbell,Blue,3,82.5,,,,,,,,,,,,
42642,Adam,West,Aspen,Blue,3,63,,,,,,,,,,,,
42642,Nabil,West,Sunbell,Clear,3,75,,,,,,,,,,,,
42642,Nabil,South,Quad,Rainbow,2,69,,,,,,,,,,,,
42642,Mike,West,Doublers,Purple,9,722.55,,,,,,,,,,,,
42642,Mike,South,Quad,Clear,2,69,,,,,,,,,,,,
42643,Nabil,East,Quad,Blue,1,36,,,,,,,,,,,,
42643,Adam,East,Quad,Clear,3,102,,,,,,,,,,,,
42643,Nicole,East,Sunbell,Rainbow,2,58,,,,,,,,,,,,
42643,Nicole,South,Sunbell,Clear,3,78,,,,,,,,,,,,
42643,Julie,East,Quad,Rainbow,1,35,,,,,,,,,,,,
42643,Mike,East,Sunshine,Red,3,59.85,,,,,,,,,,,,
42643,Adam,East,Carlota,Red,2,48.9,,,,,,,,,,,,
42643,Julie,South,Carlota,Clear,1,25.95,,,,,,,,,,,,
42643,Mike,East,Bellen,Clear,3,68.85,,,,,,,,,,,,
42643,Julie,South,Bellen,Clear,2,48.9,,,,,,,,,,,,
42643,Jessica,South,Doublers,Clear,1,80.95,,,,,,,,,,,,
42643,Julie,South,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42643,Nicole,West,Carlota,Blue,2,48.9,,,,,,,,,,,,
42643,Adam,West,Doublers,Blue,18,404.94,,,,,,,,,,,,
42643,Julie,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
42643,Julie,East,Carlota,Clear,2,46.9,,,,,,,,,,,,
42643,Nabil,South,Sunshine,Rainbow,1,22.95,,,,,,,,,,,,
42643,Mike,West,Sunshine,Rainbow,3,62.85,,,,,,,,,,,,
42643,Adam,West,Aspen,Rainbow,3,78,,,,,,,,,,,,
42643,Jessica,West,Quad,Rainbow,2,71,,,,,,,,,,,,
42643,Julie,West,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42643,Mike,West,Bellen,Blue,2,48.9,,,,,,,,,,,,
42643,Adam,West,Carlota,Rainbow,1,25.95,,,,,,,,,,,,
42643,Nabil,South,Sunshine,Rainbow,3,62.85,,,,,,,,,,,,
42643,Mike,West,Doublers,Red,1,26.5,,,,,,,,,,,,
42643,Julie,West,Quad,Blue,2,71,,,,,,,,,,,,
42643,Jessica,West,Sunbell,Blue,2,51,,,,,,,,,,,,
42643,Julie,West,Quad,Red,3,102,,,,,,,,,,,,
42643,Julie,West,Sunbell,Clear,3,85.5,,,,,,,,,,,,
42643,Nabil,South,Quad,Red,2,69,,,,,,,,,,,,
42643,Julie,South,Sunbell,Red,14,355.52,,,,,,,,,,,,
42643,Mike,South,Quad,Red,18,567.3,,,,,,,,,,,,
42643,Mike,South,Quad,Red,2,69,,,,,,,,,,,,
42643,Nabil,South,Bellen,Blue,2,48.9,,,,,,,,,,,,
42643,Mike,South,Quad,Rainbow,4,135,,,,,,,,,,,,
42643,Mike,East,Quad,Rainbow,3,102,,,,,,,,,,,,
42643,Adam,East,Aspen,Purple,1,27,,,,,,,,,,,,
42643,Adam,West,Carlota,Clear,3,71.85,,,,,,,,,,,,
42643,Nicole,West,Aspen,Blue,1,28,,,,,,,,,,,,
42643,Nabil,West,Doublers,Clear,2,50,,,,,,,,,,,,
42643,Jessica,West,Sunshine,Red,1,22.95,,,,,,,,,,,,
42643,Julie,South,Carlota,Red,18,395.4,,,,,,,,,,,,
42643,Nabil,South,Bellen,Clear,2,48.9,,,,,,,,,,,,
42643,Adam,South,Carlota,Blue,2,48.9,,,,,,,,,,,,
42643,Julie,South,Bellen,Blue,2,48.9,,,,,,,,,,,,
42643,Nicole,South,Sunbell,Red,3,75,,,,,,,,,,,,
42643,Mike,South,Sunshine,Purple,3,62.85,,,,,,,,,,,,
42643,Jessica,West,Aspen,Blue,2,45,,,,,,,,,,,,
42643,Nabil,South,Sunbell,Rainbow,20,459,,,,,,,,,,,,
42643,Jessica,South,Carlota,Red,3,71.85,,,,,,,,,,,,
42643,Mike,East,Bellen,Red,2,46.9,,,,,,,,,,,,
42643,Julie,West,Bellen,Red,22,482.6,,,,,,,,,,,,
42643,Mike,East,Bellen,Red,8,227,,,,,,,,,,,,
42643,Jessica,West,Quad,Purple,2,71,,,,,,,,,,,,
42643,Jessica,West,Aspen,Rainbow,4,87,,,,,,,,,,,,
42643,Mike,East,Carlota,Red,1,24.95,,,,,,,,,,,,
42643,Adam,West,Carlota,Rainbow,1,25.95,,,,,,,,,,,,
42643,Mike,South,Doublers,Red,3,70.5,,,,,,,,,,,,
42643,Mike,South,Quad,Blue,2,69,,,,,,,,,,,,
42643,Julie,West,Sunbell,Clear,3,85.5,,,,,,,,,,,,
42643,Jessica,West,Quad,Clear,3,105,,,,,,,,,,,,
42643,Nabil,West,Carlota,Clear,25,548,,,,,,,,,,,,
42643,Adam,West,Bellen,Red,1,32,,,,,,,,,,,,
42643,Julie,West,Carlota,Blue,4,94.8,,,,,,,,,,,,
42644,Julie,East,Aspen,Blue,2,49,,,,,,,,,,,,
42644,Mike,East,Sunshine,Clear,3,59.85,,,,,,,,,,,,
42644,Nabil,South,Bellen,Blue,3,71.85,,,,,,,,,,,,
42644,Mike,South,Bellen,Clear,3,71.85,,,,,,,,,,,,
42644,Adam,South,Bellen,Clear,1,25.95,,,,,,,,,,,,
42644,Mike,South,Quad,Blue,2,69,,,,,,,,,,,,
42644,Julie,East,Doublers,Blue,2,48,,,,,,,,,,,,
42644,Nabil,South,Bellen,Red,1,32,,,,,,,,,,,,
42644,Mike,East,Carlota,Red,1,24.95,,,,,,,,,,,,
42644,Jessica,East,Doublers,Blue,1,78.95,,,,,,,,,,,,
42644,Julie,West,Sunbell,Red,1,27,,,,,,,,,,,,
42644,Mike,West,Quad,Rainbow,2,69,,,,,,,,,,,,
42644,Nabil,West,Aspen,Clear,2,45,,,,,,,,,,,,
42644,Mike,West,Quad,Red,18,567.3,,,,,,,,,,,,
42644,Mike,West,Doublers,Purple,2,50,,,,,,,,,,,,
42644,Nabil,West,Sunbell,Clear,4,113,,,,,,,,,,,,
42644,Julie,South,Quad,Red,12,208.2,,,,,,,,,,,,
42644,Nabil,West,Quad,Rainbow,1,37,,,,,,,,,,,,
42644,Jessica,South,Carlota,Blue,2,48.9,,,,,,,,,,,,
42644,Mike,East,Sunshine,Purple,1,21.95,,,,,,,,,,,,
42644,Nabil,South,Bellen,Blue,2,61,,,,,,,,,,,,
42644,Mike,South,Quad,Blue,3,102,,,,,,,,,,,,
42644,Jessica,South,Aspen,Rainbow,3,75,,,,,,,,,,,,
42644,Julie,South,Aspen,Red,1,23,,,,,,,,,,,,
42644,Julie,South,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
42644,Adam,East,Quad,Purple,1,35,,,,,,,,,,,,
42644,Jessica,West,Quad,Clear,1,22,,,,,,,,,,,,
42644,Nicole,South,Doublers,Clear,2,48,,,,,,,,,,,,
42644,Nabil,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
42644,Julie,South,Sunbell,Red,2,56,,,,,,,,,,,,
42644,Jessica,East,Aspen,Clear,2,49,,,,,,,,,,,,
42644,Mike,East,Quad,Red,2,39,,,,,,,,,,,,
42644,Adam,East,Bellen,Blue,2,59,,,,,,,,,,,,
42644,Nabil,West,Quad,Rainbow,2,71,,,,,,,,,,,,
42644,Nicole,West,Bellen,Blue,2,48.9,,,,,,,,,,,,
42644,Jessica,West,Sunshine,Purple,1,22.95,,,,,,,,,,,,
42644,Julie,West,Quad,Red,1,37,,,,,,,,,,,,
42644,Adam,South,Bellen,Rainbow,3,71.85,,,,,,,,,,,,
42644,Jessica,West,Doublers,Red,2,162.9,,,,,,,,,,,,
42644,Jessica,West,Quad,Red,2,71,,,,,,,,,,,,
42644,Nabil,West,Carlota,Red,2,48.9,,,,,,,,,,,,
42644,Julie,South,Carlota,Rainbow,1,25.95,,,,,,,,,,,,
42644,Julie,South,Quad,Red,3,102,,,,,,,,,,,,
42644,Nabil,West,Quad,Red,3,102,,,,,,,,,,,,
42644,Jessica,West,Bellen,Blue,3,71.85,,,,,,,,,,,,
42644,Adam,West,Carlota,Purple,2,48.9,,,,,,,,,,,,
42644,Nabil,West,Bellen,Rainbow,1,25.95,,,,,,,,,,,,
42644,Jessica,West,Sunshine,Purple,3,62.85,,,,,,,,,,,,
42644,Mike,East,Carlota,Clear,3,68.85,,,,,,,,,,,,
42644,Jessica,West,Sunshine,Blue,1,22.95,,,,,,,,,,,,
42644,Nabil,South,Quad,Purple,4,135,,,,,,,,,,,,
42644,Julie,East,Doublers,Purple,3,230.85,,,,,,,,,,,,
42644,Julie,South,Carlota,Clear,3,71.85,,,,,,,,,,,,
42645,Mike,East,Sunbell,Red,2,58,,,,,,,,,,,,
42645,Julie,East,Doublers,Red,1,26.5,,,,,,,,,,,,
42645,Jessica,East,Bellen,Clear,3,90,,,,,,,,,,,,
42645,Jessica,South,Sunbell,Purple,2,51,,,,,,,,,,,,
42645,Nicole,East,Doublers,Red,2,48,,,,,,,,,,,,
42645,Nicole,South,Sunshine,Purple,20,382,,,,,,,,,,,,
42645,Nabil,South,Sunshine,Red,3,62.85,,,,,,,,,,,,
42645,Mike,West,Sunshine,Red,14,268.3,,,,,,,,,,,,
42645,Julie,West,Sunshine,Purple,2,42.9,,,,,,,,,,,,
42645,Adam,West,Sunshine,Blue,2,42.9,,,,,,,,,,,,
42645,Nabil,East,Sunshine,Clear,2,40.9,,,,,,,,,,,,
42645,Jessica,South,Quad,Blue,3,102,,,,,,,,,,,,
42645,Nicole,West,Quad,Blue,2,71,,,,,,,,,,,,
42645,Adam,East,Bellen,Rainbow,1,24.95,,,,,,,,,,,,
42645,Jessica,South,Doublers,Purple,2,158.9,,,,,,,,,,,,
42645,Julie,South,Bellen,Purple,13,361.15,,,,,,,,,,,,
42645,Nicole,West,Sunshine,Blue,25,476.75,,,,,,,,,,,,
42645,Nabil,West,Quad,Rainbow,4,139,,,,,,,,,,,,
42645,Jessica,West,Quad,Rainbow,2,69,,,,,,,,,,,,
42645,Mike,East,Bellen,Red,3,87,,,,,,,,,,,,
42645,Adam,West,Sunshine,Blue,1,22.95,,,,,,,,,,,,
42645,Nicole,West,Carlota,Clear,1,25.95,,,,,,,,,,,,
42645,Mike,West,Aspen,Clear,2,43,,,,,,,,,,,,
42645,Mike,South,Aspen,Blue,2,51,,,,,,,,,,,,
42645,Jessica,West,Bellen,Clear,3,71.85,,,,,,,,,,,,
42645,Jessica,West,Doublers,Rainbow,2,50,,,,,,,,,,,,
42645,Nicole,West,Bellen,Rainbow,2,48.9,,,,,,,,,,,,
42645,Nabil,West,Carlota,Clear,1,25.95,,,,,,,,,,,,
42645,Adam,East,Bellen,Red,3,71.85,,,,,,,,,,,,
42645,Julie,West,Bellen,Red,3,71.85,,,,,,,,,,,,
42645,Julie,South,Sunbell,Blue,3,75,,,,,,,,,,,,
42645,Mike,East,Sunbell,Blue,23,603.99,,,,,,,,,,,,
42645,Adam,East,Quad,Rainbow,2,67,,,,,,,,,,,,
42645,Mike,East,Quad,Blue,2,67,,,,,,,,,,,,
42645,Mike,East,Carlota,Blue,1,25.95,,,,,,,,,,,,
42645,Julie,South,Quad,Blue,1,36,,,,,,,,,,,,
42645,Mike,East,Bellen,Clear,3,90,,,,,,,,,,,,
42645,Julie,West,Quad,Clear,1,37,,,,,,,,,,,,
42645,Jessica,West,Aspen,Red,2,53,,,,,,,,,,,,
42645,Jessica,South,Sunbell,Rainbow,1,27,,,,,,,,,,,,
42645,Julie,South,Quad,Clear,2,69,,,,,,,,,,,,
42645,Jessica,West,Doublers,Red,2,162.9,,,,,,,,,,,,
42645,Julie,West,Aspen,Red,2,45,,,,,,,,,,,,
42645,Nicole,West,Sunbell,Blue,2,51,,,,,,,,,,,,
42645,Adam,West,Carlota,Blue,5,117.75,,,,,,,,,,,,
42645,Nabil,West,Sunbell,Red,2,58,,,,,,,,,,,,
42645,Nabil,West,Doublers,Rainbow,3,242.85,,,,,,,,,,,,
42645,Nicole,West,Sunshine,Red,1,22.95,,,,,,,,,,,,
42645,Julie,South,Bellen,Red,2,48.9,,,,,,,,,,,,
42645,Julie,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
42645,Adam,West,Quad,Clear,6,201,,,,,,,,,,,,
42645,Nicole,West,Aspen,Clear,2,45,,,,,,,,,,,,
42645,Mike,West,Quad,Clear,3,102,,,,,,,,,,,,
42645,Nabil,East,Doublers,Red,10,228,,,,,,,,,,,,
42646,Nabil,East,Bellen,Blue,1,25.95,,,,,,,,,,,,
42646,Jessica,East,Quad,Red,1,35,,,,,,,,,,,,
42646,Julie,South,Aspen,Red,2,45,,,,,,,,,,,,
42646,Julie,East,Bellen,Blue,2,48.9,,,,,,,,,,,,
42646,Mike,East,Quad,Blue,3,57,,,,,,,,,,,,
42646,Julie,South,Quad,Purple,1,37,,,,,,,,,,,,
42646,Mike,East,Quad,Rainbow,3,102,,,,,,,,,,,,
42646,Adam,East,Sunshine,Rainbow,2,42.9,,,,,,,,,,,,
42646,Nicole,South,Sunbell,Red,11,264.25,,,,,,,,,,,,
42646,Nicole,West,Carlota,Clear,2,48.9,,,,,,,,,,,,
42646,Mike,East,Bellen,Red,5,112.75,,,,,,,,,,,,
42646,Adam,East,Sunshine,Rainbow,2,40.9,,,,,,,,,,,,
42646,Julie,West,Quad,Clear,3,105,,,,,,,,,,,,
42646,Julie,East,Sunbell,Rainbow,19,481.42,,,,,,,,,,,,
42646,Mike,East,Bellen,Red,4,90.8,,,,,,,,,,,,
42646,Mike,South,Doublers,Red,3,70.5,,,,,,,,,,,,
42646,Julie,West,Sunshine,Purple,3,62.85,,,,,,,,,,,,
42646,Mike,West,Doublers,Red,2,162.9,,,,,,,,,,,,
42646,Nicole,West,Bellen,Clear,1,25.95,,,,,,,,,,,,
42646,Adam,East,Sunshine,Red,2,40.9,,,,,,,,,,,,
42646,Julie,South,Carlota,Red,4,94.8,,,,,,,,,,,,
42646,Julie,West,Bellen,Clear,14,402,,,,,,,,,,,,
42646,Mike,East,Sunshine,Red,3,59.85,,,,,,,,,,,,
42646,Mike,West,Doublers,Red,2,162.9,,,,,,,,,,,,
42646,Jessica,West,Quad,Rainbow,3,105,,,,,,,,,,,,
42646,Nabil,South,Aspen,Clear,3,63,,,,,,,,,,,,
42646,Nabil,South,Sunshine,Clear,3,62.85,,,,,,,,,,,,
42646,Jessica,East,Sunbell,Purple,2,49,,,,,,,,,,,,
42646,Nabil,East,Sunbell,Clear,2,49,,,,,,,,,,,,
42646,Mike,East,Quad,Rainbow,23,702.2,,,,,,,,,,,,
42646,Julie,South,Quad,Purple,2,39,,,,,,,,,,,,
42646,Adam,East,Bellen,Blue,3,71.85,,,,,,,,,,,,
42646,Nabil,West,Aspen,Purple,2,53,,,,,,,,,,,,
42646,Nicole,West,Aspen,Red,2,53,,,,,,,,,,,,
42646,Julie,East,Doublers,Red,2,48,,,,,,,,,,,,
42646,Mike,East,Sunbell,Red,2,49,,,,,,,,,,,,
42646,Julie,South,Carlota,Clear,3,71.85,,,,,,,,,,,,
42646,Mike,East,Doublers,Red,3,70.5,,,,,,,,,,,,
42646,Nabil,South,Bellen,Purple,3,71.85,,,,,,,,,,,,
42646,Nabil,South,Bellen,Clear,3,71.85,,,,,,,,,,,,
42646,Nabil,West,Aspen,Blue,2,53,,,,,,,,,,,,
42646,Julie,East,Bellen,Red,1,31,,,,,,,,,,,,
42646,Julie,East,Bellen,Clear,2,59,,,,,,,,,,,,
42646,Jessica,West,Sunbell,Rainbow,4,103,,,,,,,,,,,,
42646,Julie,West,Quad,Clear,24,778.2,,,,,,,,,,,,
42646,Nabil,West,Carlota,Rainbow,3,71.85,,,,,,,,,,,,
42646,Nicole,South,Bellen,Purple,2,48.9,,,,,,,,,,,,
42646,Nicole,West,Aspen,Purple,2,51,,,,,,,,,,,,
42646,Mike,South,Quad,Red,3,102,,,,,,,,,,,,
42646,Nabil,West,Sunbell,Clear,1,27,,,,,,,,,,,,
42646,Mike,West,Bellen,Purple,4,94.8,,,,,,,,,,,,
42646,Nicole,West,Quad,Rainbow,2,71,,,,,,,,,,,,
42646,Nabil,West,Sunbell,Red,3,75,,,,,,,,,,,,
42646,Julie,South,Sunbell,Purple,4,99,,,,,,,,,,,,
42646,Mike,East,Quad,Blue,3,57,,,,,,,,,,,,
42646,Adam,West,Quad,Clear,3,102,,,,,,,,,,,,
42646,Julie,West,Aspen,Clear,3,78,,,,,,,,,,,,
